folio,region,comuna,pco1,sexo,edad,ecivil,yaimcorh,yautcor,ytotcor,yautcorh,ymonecorh,ytotcorh,yoprcor,yoprcorh,ytrabajocor,ytrabajocorh,ypchautcor,ypc,ypchtrabajo,esc,educ,depen
310110740301,3,3101,2,2,58,2,250000,NA,NA,564167,815077,1065077,NA,NA,NA,564167,94028,177513,94028,5,1,NA
1510112640701,15,15101,7,2,94,2,400000,220000,220000,2915000,3036280,3436280,NA,NA,NA,2495000,583000,687256,499000,8,3,NA
910620030301,9,9106,2,2,62,1,120000,NA,104646,1245000,1349646,1469646,NA,NA,NA,1045000,207500,244941,174167,12,5,NA
110110530203,1,1101,4,1,20,8,400000,NA,NA,680000,691052,1091052,NA,NA,NA,600000,136000,218210,120000,13,9,NA
830310070301,8,8303,10,2,7,8,200000,NA,11091,430000,486368,686368,NA,NA,NA,320000,86000,137274,64000,NA,1,2
910111291301,9,9101,1,1,34,1,300000,2315000,2315000,3522500,3522500,3822500,1200000,1200000,2190000,3397500,1174167,1274167,1132500,19,12,NA
1230120011801,12,12301,1,1,65,6,250000,378333,378333,1423333,1423333,1673333,300000,300000,308333,1353333,284667,334667,270667,4,1,NA
810710020401,8,8107,1,2,57,5,150000,50000,50000,403333,403333,553333,50000,50000,50000,403333,201667,276667,201667,7,1,NA
620520020401,6,6205,14,2,68,8,100000,100000,900000,100000,1800000,1900000,100000,100000,100000,100000,50000,950000,50000,12,5,NA
810710230801,8,8107,1,1,63,2,80000,400000,406642,885733,892375,972375,400000,400000,400000,885733,295244,324125,295244,11,3,NA
530410072401,5,5304,10,1,3,8,150000,50000,50000,402000,405000,555000,NA,NA,NA,60000,100500,138750,15000,NA,0,6
840830021901,16,16204,10,1,2,8,80000,NA,33157,1617540,1788500,1868500,NA,NA,NA,1617540,404385,467125,404385,NA,0,NA
1340110100701,13,13401,5,1,33,8,200000,NA,NA,125000,236268,436268,NA,NA,NA,45000,62500,218134,22500,12,5,NA
610110271901,6,6101,2,2,57,1,0,1365833,1365833,1885833,1885833,1885833,800000,800000,1365833,1885833,377167,377167,377167,17,11,NA
710110520701,7,7101,1,1,58,1,250000,272500,289519,283833,300852,550852,270000,270000,272500,272500,56767,110170,54500,8,2,NA
1310610080801,13,13106,1,1,33,8,0,360000,360000,870385,870385,870385,360000,360000,360000,870385,290128,290128,290128,10,4,NA
840110370701,16,16101,2,2,40,2,200000,180000,209406,765833,795239,995239,180000,180000,180000,760000,191458,248810,190000,12,6,NA
310330020901,3,3103,13,2,34,8,0,300000,300000,650000,650000,650000,300000,300000,300000,650000,325000,325000,325000,10,3,NA
1340110281301,13,13401,4,2,24,2,120000,NA,18459,925000,974829,1094829,NA,NA,NA,845000,115625,136854,105625,9,3,NA
730630010301,7,7306,5,2,24,8,120000,270000,287296,440000,462228,582228,270000,270000,270000,270000,110000,145557,67500,9,3,NA
610111561801,6,6101,14,2,24,2,100000,NA,25827,785000,878582,978582,NA,NA,NA,670000,78500,97858,67000,9,3,NA
1510111620201,15,15101,12,1,50,5,400000,150000,150000,1646667,1646667,2046667,NA,NA,150000,1630000,548889,682222,543333,10,4,NA
1510130011301,15,15101,1,1,68,8,70000,230000,230000,230000,230000,300000,NA,NA,100000,100000,230000,300000,100000,4,1,NA
430110520601,4,4301,9,1,23,2,200000,994667,994667,1274667,1281667,1481667,988000,988000,994667,1274667,318667,370417,318667,12,5,NA
510910860601,5,5109,2,2,59,1,250000,NA,NA,904167,904167,1154167,NA,NA,NA,904167,226042,288542,226042,6,1,NA
810110330702,8,8101,2,2,36,1,200000,140000,140000,394167,408870,608870,140000,140000,140000,394167,98542,152218,98542,12,5,NA
110112140801,1,1101,1,2,65,7,300000,80000,83500,230247,233747,533747,80000,80000,80000,230247,115124,266874,115124,3,1,NA
1030130041401,10,10301,1,2,68,7,150000,207667,212599,505667,510599,660599,NA,NA,6667,304667,126417,165150,76167,8,3,NA
730110730501,7,7301,1,1,46,1,180000,800000,800000,1209417,1209417,1389417,400000,400000,800000,1209417,302354,347354,302354,18,11,NA
110710952201,1,1107,2,2,33,1,300000,780000,798420,1280000,1298420,1598420,500000,500000,500000,1000000,213333,266403,166667,14,9,NA
1010830010501,10,10108,1,1,50,1,140000,558333,558333,929998,1103424,1243424,300000,300000,558333,929998,155000,207237,155000,8,2,NA
110130011001,1,1101,4,1,3,8,200000,NA,16634,1121333,1146680,1346680,NA,NA,NA,1121333,280333,336670,280333,NA,0,NA
1311911260401,13,13119,1,1,71,1,350000,1006667,1136667,2882500,3117146,3467146,300000,300000,300000,2175833,576500,693429,435167,12,5,NA
110111590901,1,1101,1,1,65,1,350000,190000,204932,1340000,1459578,1809578,NA,NA,NA,1150000,223333,301596,191667,10,3,NA
110110530301,1,1101,4,2,32,2,200000,390500,427274,958110,994884,1194884,373000,373000,381333,948943,136873,170698,135563,10,3,NA
1210111560101,12,12101,1,2,82,7,300000,240000,240000,629167,629167,929167,NA,NA,NA,389167,314584,464584,194584,11,3,NA
1410112490201,14,14101,1,1,38,1,200000,330667,338667,630667,687691,887691,300000,300000,330667,630667,126133,177538,126133,12,6,NA
920110080701,9,9201,1,1,59,5,0,1206667,1206667,1206667,1206667,1206667,1200000,1200000,1206667,1206667,1206667,1206667,1206667,10,3,NA
1030110620401,10,10301,2,2,41,2,0,NA,22143,250000,294325,294325,NA,NA,NA,250000,62500,73581,62500,10,3,NA
1312210210401,13,13122,2,1,37,1,900000,2572500,2572500,3772500,3772500,4672500,2500000,2500000,2572500,3772500,943125,1168125,943125,19,11,NA
1020110150301,10,10201,14,1,37,8,0,700000,700000,1416667,1416667,1416667,NA,NA,700000,1400000,708334,708334,700000,12,6,NA
410111040301,4,4101,1,1,72,1,200000,310000,314932,460000,469864,669864,NA,NA,NA,0,230000,334932,0,12,5,NA
330330012301,3,3303,10,1,9,8,250000,NA,NA,1039333,1078404,1328404,NA,NA,NA,783333,173222,221401,130556,NA,1,1
710110810501,7,7101,1,2,52,8,100000,NA,11091,616200,638382,738382,NA,NA,NA,451000,123240,147676,90200,2,1,NA
510911890401,5,5109,1,2,77,1,200000,180000,189932,1160000,1174864,1374864,NA,NA,NA,800000,193333,229144,133333,2,1,NA
1330110041501,13,13301,2,2,45,1,250000,402083,402083,1904166,1904166,2154166,400000,400000,402083,1904166,380833,430833,380833,16,11,NA
580230030701,5,5802,5,2,10,8,150000,NA,NA,370000,374815,524815,NA,NA,NA,250000,123333,174938,83333,NA,1,2
611430010201,6,6114,1,1,30,2,600000,1235858,1235858,1935858,1935858,2535858,350000,350000,1235858,1235858,645286,845286,411953,16,9,NA
1313110130401,13,13131,1,1,55,8,100000,30000,30000,30000,30000,130000,NA,NA,30000,30000,30000,130000,30000,10,3,NA
1360210070301,13,13602,10,2,3,8,350000,NA,NA,3290000,3290000,3640000,NA,NA,NA,3050000,548333,606667,508333,NA,0,5
740330010501,7,7403,2,2,41,1,150000,NA,7368,542500,549868,699868,NA,NA,NA,542500,180833,233289,180833,6,1,NA
1311610141001,13,13116,6,1,30,8,250000,316000,316000,736000,736000,986000,276000,276000,316000,616000,245333,328667,205333,12,5,NA
611430020401,6,6114,10,1,15,8,100000,50000,50000,320000,429578,529578,NA,NA,NA,270000,106667,176526,90000,8,2,1
1021020011901,10,10210,1,1,41,1,150000,700000,700000,700000,700000,850000,700000,700000,700000,700000,175000,212500,175000,15,8,NA
912120021501,9,9121,10,1,17,8,180000,NA,NA,182000,182000,362000,NA,NA,NA,0,60667,120667,0,9,4,1
910112030401,9,9101,1,2,79,7,200000,182000,182000,182000,182000,382000,NA,NA,NA,0,182000,382000,0,3,1,NA
1311411500201,13,13114,4,1,16,8,5000000,NA,NA,11841667,11841667,16841667,NA,NA,NA,8841667,1480208,2105208,1105208,11,3,3
410110740401,4,4101,1,2,26,8,0,100000,100000,100000,100000,100000,100000,100000,100000,100000,33333,33333,33333,9,4,NA
730111590801,7,7301,1,1,33,1,80000,320417,320417,565417,598574,678574,320000,320000,320417,565417,188472,226191,188472,9,3,NA
210210100701,2,2102,4,2,18,8,250000,NA,NA,0,0,250000,NA,NA,NA,0,0,41667,0,NA,99,NA
540230021801,5,5402,4,2,11,8,80000,NA,11091,270000,418971,498971,NA,NA,NA,270000,54000,99794,54000,NA,1,1
310112430801,3,3101,5,2,25,8,400000,NA,NA,420000,420000,820000,NA,NA,NA,320000,84000,164000,64000,15,9,8
210111350601,2,2101,7,2,86,7,600003,400000,411091,600000,619801,1219804,NA,NA,NA,0,200000,406601,0,12,6,NA
330110520701,3,3301,5,1,14,8,0,NA,NA,500000,500000,500000,NA,NA,NA,200000,166667,166667,66667,NA,1,1
110112680601,1,1101,4,1,10,8,0,NA,NA,600000,633057,633057,NA,NA,NA,600000,150000,158264,150000,NA,1,2
1110111701001,11,11101,1,1,45,8,250000,574317,574317,574317,574317,824317,480000,480000,574317,574317,574317,824317,574317,12,5,NA
110111850601,1,1101,1,2,78,2,300000,365000,374000,774000,783000,1083000,270000,270000,270000,490000,387000,541500,245000,8,3,NA
911620031201,9,9116,2,2,50,1,200000,275833,275833,871666,871666,1071666,270000,270000,275833,871666,174333,214333,174333,4,1,NA
810430010201,8,8104,1,1,68,7,70000,55833,160479,165833,336583,406583,NA,NA,55833,55833,82917,203292,27917,2,1,NA
110710360602,1,1107,2,1,41,2,250000,600000,600000,1600000,1600000,1850000,600000,600000,600000,1600000,400000,462500,400000,10,3,NA
210110800101,2,2101,4,1,31,8,200000,467672,467672,1522589,1537589,1737589,467672,467672,467672,1472589,253765,289598,245432,12,6,NA
1110110931001,11,11101,1,1,32,2,0,1372000,1372000,1930333,1938666,1938666,800000,800000,900000,1458333,386067,387733,291667,14,7,NA
610110270201,6,6101,2,2,59,1,0,150000,150000,483333,483333,483333,150000,150000,150000,450000,161111,161111,150000,9,4,NA
1020530020501,10,10205,7,2,61,5,100000,NA,NA,600000,600000,700000,NA,NA,NA,600000,200000,233333,200000,6,2,NA
580410090101,5,5804,1,1,47,5,230000,360417,396887,360417,396887,626887,350000,350000,360417,360417,180209,313444,180209,14,7,11
1310110620901,13,13101,13,1,27,8,0,NA,NA,831334,831334,831334,NA,NA,NA,831334,166267,166267,166267,17,11,NA
810710100601,8,8107,4,1,33,8,120000,390000,390000,1220000,1233242,1353242,390000,390000,390000,1170000,203333,225540,195000,12,5,NA
842110050901,16,16109,1,2,36,8,0,250000,274736,250000,285827,285827,NA,NA,NA,0,62500,71457,0,12,5,NA
310110490301,3,3101,4,1,55,8,450000,450000,450000,1156000,1260646,1710646,450000,450000,450000,950000,231200,342129,190000,11,4,NA
1310310150301,13,13103,4,1,14,8,200000,NA,4815,390000,429221,629221,NA,NA,NA,270000,78000,125844,54000,NA,4,4
830110560201,8,8301,2,2,38,1,350000,706250,706250,1854583,1854583,2204583,700000,700000,706250,1796250,463646,551146,449063,17,11,NA
550330021301,5,5503,4,1,23,8,120000,275000,275000,883333,1063425,1183425,250000,250000,275000,883333,110417,147928,110417,8,2,NA
1310310091001,13,13103,4,1,12,8,300000,NA,NA,450000,466052,766052,NA,NA,NA,450000,112500,191513,112500,NA,1,1
730110800101,7,7301,4,2,9,8,150000,NA,NA,1126667,1238681,1388681,NA,NA,NA,1126667,281667,347170,281667,NA,1,2
1320110710201,13,13201,4,1,20,8,300000,NA,NA,1430000,1430000,1730000,NA,NA,NA,1330000,357500,432500,332500,15,9,10
611730050201,6,6117,2,2,58,1,0,NA,NA,491667,491667,491667,NA,NA,NA,450000,163889,163889,150000,10,3,NA
1210110830201,12,12101,5,2,18,8,300000,NA,NA,200000,200000,500000,NA,NA,NA,0,66667,166667,0,12,5,3
611730040801,6,6117,1,2,67,1,120000,NA,109578,216000,325578,445578,NA,NA,NA,0,54000,111395,0,6,2,NA
110111040801,1,1101,4,1,7,8,0,NA,11052,750000,761052,761052,NA,NA,NA,750000,187500,190263,187500,NA,1,2
1410130140501,14,14101,1,1,82,1,200000,630000,630000,1430000,1430000,1630000,200000,200000,200000,1000000,357500,407500,250000,6,2,NA
1311410010501,13,13114,4,2,14,8,1500000,NA,NA,1959540,1959540,3459540,NA,NA,NA,1239540,391908,691908,247908,NA,2,3
910310030201,9,9103,1,1,58,1,0,1008333,1008333,1278333,1278333,1278333,1000000,1000000,1008333,1278333,255667,255667,255667,16,11,NA
430210041101,4,4302,1,1,86,7,160000,145000,157932,431167,444099,604099,NA,NA,NA,261167,215584,302050,130584,10,3,NA
1312510050201,13,13125,5,1,30,8,250000,500000,500000,770000,770000,1020000,500000,500000,500000,500000,192500,255000,125000,17,11,NA
910111500901,9,9101,1,1,44,2,250000,300000,300000,350000,350000,600000,300000,300000,300000,350000,116667,200000,116667,10,3,NA
1312510101801,13,13125,5,1,38,8,300000,NA,NA,402500,510830,810830,NA,NA,NA,402500,134167,270277,134167,9,3,NA
630630021701,6,6306,1,1,40,8,90000,250000,250000,250000,250000,340000,250000,250000,250000,250000,83333,113333,83333,12,5,NA
1410230021701,14,14102,1,2,75,7,45000,NA,128212,0,128212,173212,NA,NA,NA,0,0,173212,0,4,1,NA
620630020801,6,6206,2,2,42,2,50000,1002333,1002333,1602333,1602333,1652333,900000,900000,902333,1502333,400583,413083,375583,17,11,NA
110711190301,1,1107,5,1,17,8,250000,NA,11091,700000,755455,1005455,NA,NA,NA,500000,87500,125682,62500,11,4,2
810110850301,8,8101,11,1,51,8,150000,375000,375000,644167,656564,806564,360000,360000,375000,644167,161042,201641,161042,8,2,NA
510911320401,5,5109,5,2,20,8,0,NA,NA,923137,923137,923137,NA,NA,NA,763137,153856,153856,127190,14,7,10
560110230301,5,5601,10,1,3,8,0,NA,NA,450000,494325,494325,NA,NA,NA,50000,56250,61791,6250,NA,0,NA
1030110881801,10,10301,1,1,37,1,0,850000,850000,1250000,1250000,1250000,850000,850000,850000,1250000,312500,312500,312500,12,5,NA
710630010501,7,7106,4,2,9,8,120000,NA,11091,552000,581550,701550,NA,NA,NA,552000,184000,233850,184000,NA,1,1
1310710171901,13,13107,5,2,7,8,0,NA,NA,470000,470000,470000,NA,NA,NA,470000,78333,78333,78333,NA,1,2
910420031801,9,9104,1,2,21,2,0,80000,98459,355000,384550,384550,80000,80000,80000,355000,118333,128183,118333,9,3,NA
310110050101,3,3101,1,2,58,1,400000,600000,600000,5300000,5300000,5700000,600000,600000,600000,5300000,1325000,1425000,1325000,17,12,NA
1120130020401,11,11201,1,1,68,1,250000,992617,1000950,1032617,1040950,1290950,400000,400000,816667,856667,516309,645475,428334,15,8,NA
410211190601,4,4102,1,1,54,1,300000,333333,333333,1183333,1183333,1483333,250000,250000,250000,1100000,295833,370833,275000,10,4,NA
1310110011701,13,13101,4,1,50,8,1000000,120000,120000,4708333,4708333,5708333,NA,NA,NA,3000000,1569444,1902778,1000000,14,9,NA
1311910680201,13,13119,2,2,45,1,182000,NA,NA,1220167,1222318,1404318,NA,NA,NA,1220167,305042,351080,305042,15,8,NA
830820030901,8,8308,1,1,84,1,120000,NA,109578,0,219156,339156,NA,NA,NA,0,0,169578,0,4,1,NA
530110010401,5,5301,9,2,22,8,190000,NA,NA,1320000,1320000,1510000,NA,NA,NA,1320000,264000,302000,264000,12,5,NA
1510113621001,15,15101,4,1,35,8,250000,NA,NA,200000,200000,450000,NA,NA,NA,0,66667,150000,0,16,9,9
550610020301,5,5506,10,1,36,8,120000,300000,300000,2244000,2304000,2424000,300000,300000,300000,2146000,224400,242400,214600,12,5,NA
910112070501,9,9101,1,1,54,1,180000,600000,600000,950000,950000,1130000,600000,600000,600000,950000,237500,282500,237500,12,5,NA
1510110240301,15,15101,6,1,26,8,0,1000000,1000000,1380000,1386000,1386000,1000000,1000000,1000000,1380000,345000,346500,345000,18,11,NA
1311410921001,13,13114,14,1,25,8,600000,500000,500000,840000,840000,1440000,400000,400000,500000,780000,420000,720000,390000,15,8,NA
1310810100701,13,13108,4,2,4,8,0,NA,NA,508333,541390,541390,NA,NA,NA,500000,127083,135348,125000,NA,0,5
1210112630901,12,12101,10,2,7,8,270000,NA,NA,302500,324236,594236,NA,NA,NA,302500,43214,84891,43214,NA,1,1
630110071301,6,6301,2,2,36,1,120000,405000,405000,864167,864167,984167,400000,400000,405000,864167,288056,328056,288056,15,8,NA
1310410120901,13,13104,6,1,32,2,250000,300000,300000,1750000,1811091,2061091,300000,300000,300000,1630000,250000,294442,232857,12,5,NA
710230020701,7,7102,7,1,64,6,70000,370000,370000,1966667,1966667,2036667,370000,370000,370000,1966667,983334,1018334,983334,8,2,NA
841530010601,16,16206,1,2,42,2,70000,245000,251684,1295000,1301684,1371684,100000,100000,110000,1160000,259000,274337,232000,12,5,NA
410330011701,4,4103,1,1,70,8,70000,NA,109646,0,109646,179646,NA,NA,NA,0,0,179646,0,4,1,NA
1510112641101,15,15101,1,2,95,7,300000,220000,220000,620000,620000,920000,NA,NA,NA,290000,206667,306667,96667,4,1,NA
910910040801,9,9109,6,1,4,8,0,NA,NA,684000,703368,703368,NA,NA,NA,600000,171000,175842,150000,NA,0,6
911110020301,9,9111,10,1,4,8,200000,NA,11091,1320000,1393875,1593875,NA,NA,NA,1220000,220000,265646,203333,NA,0,2
610430010901,6,6104,1,1,59,8,100000,270000,270000,270000,270000,370000,270000,270000,270000,270000,135000,185000,135000,3,1,NA
1340330020601,13,13403,1,1,72,2,500000,1115000,1115000,1115000,1115000,1615000,700000,700000,980000,980000,371667,538333,326667,4,1,NA
1340410020501,13,13404,1,2,61,5,0,210000,210000,290000,290000,290000,160000,160000,210000,210000,72500,72500,52500,12,5,NA
560630011401,5,5606,2,1,72,1,500000,250000,250000,558000,558000,1058000,NA,NA,NA,128000,139500,264500,32000,15,9,NA
1311710040301,13,13117,2,2,25,2,0,236867,255326,557701,587251,587251,160000,160000,201867,506034,185900,195750,168678,17,9,10
580110860301,5,5801,2,2,69,1,0,NA,109578,400000,520510,520510,NA,NA,NA,0,200000,260255,0,9,3,NA
580110530401,5,5801,4,1,37,8,260000,641667,641667,1025834,1036853,1296853,600000,600000,600000,984167,341945,432284,328056,15,8,NA
230130010701,2,2301,4,2,39,5,0,344129,344129,761821,791371,791371,344129,344129,344129,631821,76182,79137,63182,NA,99,NA
420230020201,4,4202,5,1,19,8,120000,NA,NA,710000,715162,835162,NA,NA,NA,710000,236667,278387,236667,13,9,9
710110900801,7,7101,4,1,28,8,22000,600000,600000,2602667,2602667,2624667,600000,600000,600000,2602667,650667,656167,650667,14,7,NA
810610290101,8,8106,5,2,18,8,30000,NA,2889,213750,324969,354969,NA,NA,NA,213750,53438,88742,53438,12,5,1
410111280801,4,4101,2,1,34,2,180000,500000,511052,500000,544325,724325,500000,500000,500000,500000,125000,181081,125000,8,2,NA
610930020601,6,6109,5,1,16,8,120000,NA,NA,715804,722610,842610,NA,NA,NA,515804,238601,280870,171935,11,3,4
1312910020701,13,13129,1,1,40,1,0,270000,284703,270000,284703,284703,270000,270000,270000,270000,135000,142352,135000,12,5,NA
610420030601,6,6104,2,2,45,1,0,200000,200000,1000000,1000000,1000000,200000,200000,200000,1000000,250000,250000,250000,17,11,NA
1312210480401,13,13122,5,2,33,8,300000,50000,50000,491000,491000,791000,NA,NA,50000,80000,245500,395500,40000,15,7,NA
570630022001,5,5706,2,2,57,1,500000,320917,349250,592584,620917,1120917,270000,270000,318000,589667,296292,560459,294834,8,2,NA
1311411500201,13,13114,2,2,49,1,5000000,3000000,3000000,11841667,11841667,16841667,NA,NA,NA,8841667,1480208,2105208,1105208,12,5,NA
1311910010401,13,13119,5,1,21,2,250000,350000,350000,946667,946667,1196667,350000,350000,350000,946667,236667,299167,236667,11,3,NA
1510112330501,15,15101,4,2,4,8,0,NA,11091,300000,322182,322182,NA,NA,NA,300000,100000,107394,100000,NA,0,2
610111540201,6,6101,6,1,15,8,0,NA,13980,242500,289714,289714,NA,NA,NA,242500,60625,72429,60625,9,3,2
580110810601,5,5801,1,1,57,2,250000,871667,871667,1671667,1671667,1921667,270000,270000,871667,1671667,557222,640556,557222,8,2,NA
730930012301,7,7309,1,2,89,7,50000,NA,4932,270000,274932,324932,NA,NA,NA,270000,135000,162466,135000,0,0,NA
911210030101,9,9112,1,1,44,1,250000,600000,600000,800000,833157,1083157,600000,600000,600000,800000,200000,270789,200000,12,6,NA
1311710130301,13,13117,4,1,29,8,230000,380000,380000,832500,832500,1062500,380000,380000,380000,832500,138750,177083,138750,12,5,NA
510910201801,5,5109,5,1,14,8,0,150000,150000,600000,614703,614703,NA,NA,NA,450000,200000,204901,150000,NA,3,2
1311510650401,13,13115,1,2,71,7,300000,150000,154932,408333,413265,713265,NA,NA,NA,258333,204167,356633,129167,1,1,NA
840410130301,16,16203,1,1,52,1,200000,211667,211667,481667,492686,692686,100000,100000,200000,470000,160556,230895,156667,12,5,NA
510110260301,5,5101,13,2,9,8,80000,NA,NA,955833,976251,1056251,NA,NA,NA,955833,191167,211250,191167,NA,1,2
570510110401,5,5705,4,1,2,8,500000,NA,NA,510833,510833,1010833,NA,NA,NA,500000,85139,168472,83333,NA,0,NA
330110470201,3,3301,1,1,48,8,180000,410000,410000,410000,410000,590000,400000,400000,410000,410000,410000,590000,410000,12,6,NA
610110550201,6,6101,10,2,1,8,150000,NA,NA,290000,399578,549578,NA,NA,NA,150000,96667,183193,50000,NA,0,NA
610110860101,6,6101,4,2,2,8,0,NA,NA,714500,714500,714500,NA,NA,NA,654500,178625,178625,163625,NA,0,NA
811210140301,8,8112,2,2,30,2,0,455833,488890,1415000,1448057,1448057,450000,450000,455833,1415000,353750,362014,353750,12,6,NA
611410071201,6,6114,12,2,53,2,0,270000,270000,540000,650910,650910,270000,270000,270000,540000,108000,130182,108000,11,3,NA
830220011601,8,8302,1,1,56,1,50000,608333,608333,608333,608333,658333,600000,600000,608333,608333,202778,219444,202778,12,5,NA
840110680701,16,16101,10,2,1,8,100000,NA,NA,654166,676204,776204,NA,NA,NA,654166,109028,129367,109028,NA,0,NA
410110020501,4,4101,5,1,29,8,250000,NA,NA,1212917,1212917,1462917,NA,NA,NA,1205000,606459,731459,602500,16,9,8
820310060301,8,8203,1,1,57,1,100000,270000,270000,270000,270000,370000,270000,270000,270000,270000,67500,92500,67500,12,5,NA
730520031401,7,7305,4,1,3,8,120000,NA,NA,430000,437151,557151,NA,NA,NA,430000,143333,185717,143333,NA,0,6
811011050101,8,8110,2,2,60,1,130000,NA,NA,670333,670333,800333,NA,NA,NA,482333,167583,200083,120583,12,5,NA
1510130051901,15,15101,4,1,20,8,0,270000,270000,1230000,1256091,1256091,270000,270000,270000,1230000,205000,209349,205000,10,4,NA
1110110710201,11,11101,2,1,35,2,0,500000,500000,1060000,1060000,1060000,500000,500000,500000,1000000,265000,265000,250000,14,8,NA
730111530101,7,7301,1,2,90,7,150000,NA,117578,250000,367578,517578,NA,NA,NA,250000,125000,258789,125000,2,1,NA
730110630801,7,7301,1,2,50,8,180000,220000,220000,220000,220000,400000,40000,40000,220000,220000,110000,200000,110000,12,6,NA
1510110350101,15,15101,8,2,62,8,0,75000,75000,1005000,1005000,1005000,NA,NA,NA,930000,201000,201000,186000,12,6,NA
630730021001,6,6307,2,2,82,1,200000,95000,95000,248000,250000,450000,NA,NA,NA,0,124000,225000,0,1,1,NA
810810160701,8,8108,1,2,26,2,100000,NA,22143,351667,395992,495992,NA,NA,NA,351667,87917,123998,87917,15,9,NA
920130011701,9,9201,2,1,88,1,50000,366667,489058,448000,692782,742782,50000,50000,366667,448000,224000,371391,224000,2,1,NA
840630011201,16,16103,4,1,42,5,150000,140000,140000,273000,413136,563136,140000,140000,140000,143000,91000,187712,47667,8,2,NA
1311610170201,13,13116,9,1,34,1,300000,450000,450000,2130000,2163157,2463157,450000,450000,450000,2130000,266250,307895,266250,12,5,NA
810710100401,8,8107,2,1,32,2,150000,475000,482368,475000,493459,643459,450000,450000,475000,475000,158333,214486,158333,12,5,NA
1350230021401,13,13502,1,1,59,1,200000,507500,509651,507500,517019,717019,400000,400000,507500,507500,169167,239006,169167,11,3,NA
920420031201,9,9204,5,2,11,8,100000,NA,NA,657967,678947,778947,NA,NA,NA,317967,131593,155789,63593,NA,1,1
510110760401,5,5101,11,1,26,8,0,175000,175000,350000,350000,350000,NA,NA,25000,50000,175000,175000,25000,16,9,10
1410130051401,14,14101,1,1,56,2,100000,270000,303057,270000,317793,417793,270000,270000,270000,270000,45000,69632,45000,8,2,NA
430530021701,4,4305,4,2,2,8,0,NA,NA,1000000,1000000,1000000,NA,NA,NA,1000000,250000,250000,250000,NA,0,6
1120110280801,11,11201,5,1,50,8,180000,220000,220000,420000,446949,626949,220000,220000,220000,220000,210000,313475,110000,6,1,NA
1310310010901,13,13103,1,2,54,1,300000,431667,431667,2065000,2065000,2365000,400000,400000,431667,2065000,516250,591250,516250,12,6,NA
1410110731001,14,14101,11,1,57,8,100000,NA,104646,0,215958,315958,NA,NA,NA,0,0,157979,0,0,0,NA
710110020601,7,7101,2,2,28,1,290000,520000,520000,2049167,2049167,2339167,500000,500000,520000,2024167,683056,779722,674722,16,11,NA
110110611001,1,1101,4,1,1,8,0,NA,11052,320000,331052,331052,NA,NA,NA,320000,106667,110351,106667,NA,0,NA
820430011701,8,8204,10,1,3,8,50000,NA,17091,867663,1006675,1056675,NA,NA,NA,867663,216916,264169,216916,NA,0,NA
730830031601,7,7308,5,2,45,1,100000,NA,NA,1090834,1090834,1190834,NA,NA,NA,890834,218167,238167,178167,12,5,NA
1120110650201,11,11201,7,1,66,1,400000,93000,97932,1700500,1705432,2105432,NA,NA,NA,1600000,283417,350905,266667,10,4,NA
912130011501,9,9121,1,2,79,7,150000,18000,127578,518000,627578,777578,NA,NA,18000,518000,172667,259193,172667,5,1,NA
740330020201,7,7403,2,2,74,1,100000,NA,122391,340000,513293,613293,NA,NA,NA,0,170000,306647,0,6,2,NA
310110860201,3,3101,2,2,79,1,250000,NA,104646,0,209292,459292,NA,NA,NA,0,0,229646,0,NA,99,NA
810810120801,8,8108,4,1,19,8,75000,NA,NA,408000,408000,483000,NA,NA,NA,408000,102000,120750,102000,11,4,2
1320110650601,13,13201,2,2,60,1,300000,NA,NA,1555834,1555834,1855834,NA,NA,NA,1555834,311167,371167,311167,9,3,NA
1311710040501,13,13117,1,2,51,8,0,508333,508333,1008333,1008333,1008333,500000,500000,503333,1003333,504167,504167,501667,12,5,NA
580110230201,5,5801,5,2,22,8,0,600000,600000,1263333,1387614,1387614,NA,NA,600000,1203333,210556,231269,200556,13,9,9
1311911290401,13,13119,2,1,49,1,250000,660000,660000,700000,700000,950000,600000,600000,660000,700000,140000,190000,140000,15,8,NA
560210092401,5,5602,4,1,1,8,209000,NA,NA,445987,445987,654987,NA,NA,NA,445987,89197,130997,89197,NA,0,NA
610111671201,6,6101,1,2,26,2,0,325000,340670,525000,540670,540670,310000,310000,325000,525000,131250,135168,131250,12,5,NA
210110100401,2,2101,13,1,19,8,300000,400000,400000,805000,805000,1105000,300000,300000,400000,805000,115000,157857,115000,12,5,NA
1420430021901,14,14204,1,2,75,7,150000,NA,104646,0,104646,254646,NA,NA,NA,0,0,254646,0,6,2,NA
1312410290201,13,13124,2,2,41,2,150000,909583,909583,1552916,1552916,1702916,900000,900000,905833,1490833,388229,425729,372708,16,11,NA
1311510211801,13,13115,4,1,6,8,1300000,NA,NA,16283333,16283333,17583333,NA,NA,NA,16200000,2713889,2930556,2700000,NA,0,3
1340210110301,13,13402,4,2,0,8,0,NA,NA,400000,444109,444109,NA,NA,NA,400000,100000,111027,100000,NA,0,NA
912010130401,9,9120,1,2,46,8,200000,321000,332019,321000,458231,658231,306000,306000,321000,321000,107000,219410,107000,15,7,NA
1350130031401,13,13501,5,1,16,8,200000,NA,NA,579500,583184,783184,NA,NA,NA,579500,289750,391592,289750,10,3,1
