folio,region,comuna,pco1,sexo,edad,ecivil,yaimcorh,yautcor,ytotcor,yautcorh,ymonecorh,ytotcorh,yoprcor,yoprcorh,ytrabajocor,ytrabajocorh,ypchautcor,ypc,ypchtrabajo,esc,educ,depen
911930011601,9,9119,4,1,1,8,100000,NA,11091,320833,365158,465158,NA,NA,NA,320833,80208,116290,80208,NA,0,NA
550230010301,5,5502,1,1,73,5,200000,159000,223932,347333,412265,612265,NA,NA,55000,235000,173667,306133,117500,3,1,NA
1510130050401,15,15101,11,1,49,8,0,250000,250000,500000,500000,500000,250000,250000,250000,500000,250000,250000,250000,12,5,NA
730210050101,7,7302,7,2,77,1,100000,NA,104646,300000,404646,504646,NA,NA,NA,300000,100000,168215,100000,0,0,NA
420220021001,4,4202,4,2,4,8,180000,NA,11091,380000,439100,619100,NA,NA,NA,380000,76000,123820,76000,NA,0,5
570110321001,5,5701,1,2,36,8,100000,319708,368781,489708,558149,658149,290000,290000,319708,319708,163236,219383,106569,12,5,NA
210111480301,2,2101,2,2,50,1,300000,1045000,1045000,1375000,1441104,1741104,1000000,1000000,1045000,1295000,275000,348221,259000,17,11,NA
810130041501,8,8101,1,1,47,2,100000,300000,300000,570000,703092,803092,270000,270000,300000,570000,114000,160618,114000,4,1,NA
1410110350701,14,14101,4,2,10,8,450000,NA,33157,3003334,3040793,3490793,NA,NA,NA,3003334,750834,872698,750834,NA,1,2
820310061001,8,8203,4,1,44,8,90000,NA,NA,660000,672478,762478,NA,NA,NA,500000,132000,152496,100000,2,1,NA
1010710080801,10,10107,4,1,32,8,120000,NA,NA,562000,580806,700806,NA,NA,NA,562000,112400,140161,112400,12,6,NA
1320110100201,13,13201,4,1,19,8,200000,205000,205000,1745000,1757675,1957675,205000,205000,205000,1745000,436250,489419,436250,13,9,9
210111860301,2,2101,1,1,63,1,700000,3850000,3850000,3850000,3850000,4550000,3500000,3500000,3550000,3550000,1925000,2275000,1775000,19,11,NA
830110622001,8,8301,4,2,8,8,0,NA,NA,2140000,2140000,2140000,NA,NA,NA,2140000,428000,428000,428000,NA,1,2
220110750801,2,2201,5,1,6,8,0,NA,11091,758000,773393,773393,NA,NA,NA,758000,252667,257798,252667,NA,1,1
110111700101,1,1101,9,1,52,3,300000,349451,349451,1880118,1880118,2180118,349451,349451,349451,1099451,268588,311445,157064,12,5,NA
1210113830401,12,12101,6,2,24,8,350000,NA,NA,950000,973066,1323066,NA,NA,NA,950000,135714,189009,135714,12,5,NA
1010111070801,10,10101,4,2,21,8,0,NA,NA,1450000,1450000,1450000,NA,NA,NA,1450000,362500,362500,362500,13,7,10
1312010871001,13,13120,1,1,79,1,500000,2550000,2550000,2710000,2710000,3210000,900000,900000,1050000,1050000,1355000,1605000,525000,17,11,NA
1410610090401,14,14106,5,1,24,2,120000,NA,NA,203000,214000,334000,NA,NA,NA,203000,67667,111333,67667,15,9,10
1010110590501,10,10101,5,1,41,8,100000,276000,276000,597358,702004,802004,276000,276000,276000,597358,85337,114572,85337,10,3,NA
810210640301,8,8102,1,1,62,1,100000,356667,368351,598333,610017,710017,350000,350000,351667,585000,149583,177504,146250,11,3,NA
110110430202,1,1101,13,1,4,8,200000,NA,NA,830000,830000,1030000,NA,NA,NA,550000,166000,206000,110000,NA,0,2
610320031801,6,6103,4,2,7,8,120000,NA,NA,270000,270000,390000,NA,NA,NA,270000,90000,130000,90000,NA,1,1
1311911240201,13,13119,10,2,14,8,300000,NA,NA,1941500,1962480,2262480,NA,NA,NA,1746500,242688,282810,218313,NA,2,2
110710250202,1,1107,4,2,3,8,250000,NA,NA,416667,430279,680279,NA,NA,NA,416667,138889,226760,138889,NA,0,NA
1310910040901,13,13109,1,1,54,1,250000,513683,515834,640683,667834,917834,424003,424003,513683,513683,213561,305945,171228,11,3,NA
831210050301,8,8312,5,1,13,8,150000,NA,NA,300000,308713,458713,NA,NA,NA,0,100000,152904,0,NA,1,2
1510110390101,15,15101,1,1,73,1,400000,220000,355000,220000,355000,755000,NA,NA,NA,0,110000,377500,0,12,5,NA
510911230401,5,5109,4,2,43,8,250000,150000,150000,180000,394224,644224,NA,NA,150000,180000,60000,214741,60000,12,5,NA
830410050501,8,8304,5,2,2,8,150000,NA,NA,364334,391726,541726,NA,NA,NA,284334,121445,180575,94778,NA,0,NA
811010750101,8,8110,1,2,80,7,150000,NA,104646,390000,494646,644646,NA,NA,NA,390000,130000,214882,130000,3,1,NA
910710020401,9,9107,1,2,67,7,200000,586667,586667,860742,860742,1060742,300000,300000,400000,674075,286914,353581,224692,6,2,NA
1313010130701,13,13130,5,2,33,8,500000,1600000,1600000,1600000,1600000,2100000,1600000,1600000,1600000,1600000,800000,1050000,800000,17,11,NA
740330020901,7,7403,4,1,3,8,100000,NA,11091,300000,410429,510429,NA,NA,NA,300000,50000,85072,50000,NA,0,5
610111460301,6,6101,4,2,3,8,0,NA,11091,633333,673974,673974,NA,NA,NA,543333,158333,168494,135833,NA,0,1
1311010852201,13,13110,1,2,30,2,0,NA,11052,2100000,2122143,2122143,NA,NA,NA,2100000,350000,353691,350000,13,6,NA
1020810090202,10,10208,5,2,9,8,0,NA,NA,402500,431906,431906,NA,NA,NA,252500,201250,215953,126250,NA,1,1
1330230051301,13,13302,7,2,85,7,1200000,312000,312000,1112000,1112000,2312000,NA,NA,NA,0,556000,1156000,0,3,1,NA
110112110401,1,1101,2,2,62,2,400000,NA,NA,200000,233157,633157,NA,NA,NA,0,40000,126631,0,17,11,NA
911410130101,9,9114,5,1,11,8,120000,NA,NA,676000,740073,860073,NA,NA,NA,576000,135200,172015,115200,NA,1,2
1310610020702,13,13106,1,2,55,5,250000,170000,195000,570000,595000,845000,170000,170000,170000,410000,142500,211250,102500,12,5,NA
110710720701,1,1107,2,2,53,2,280000,387000,387000,1187000,1187000,1467000,300000,300000,330000,1130000,296750,366750,282500,9,3,NA
910110950801,9,9101,5,1,39,8,200000,775000,775000,1045000,1045000,1245000,750000,750000,775000,775000,522500,622500,387500,17,11,NA
1312710160401,13,13127,1,2,45,6,200000,100000,100000,556317,556317,756317,NA,NA,NA,351667,111263,151263,70333,12,5,NA
1360410010802,13,13604,4,2,15,8,200000,NA,NA,763333,763333,963333,NA,NA,NA,763333,190833,240833,190833,9,3,2
1410110540301,14,14101,4,1,3,8,0,NA,NA,773333,795371,795371,NA,NA,NA,773333,257778,265124,257778,NA,0,6
1020830030701,10,10208,10,2,32,8,100000,NA,104646,0,323802,423802,NA,NA,NA,0,0,141267,0,0,0,NA
110711160801,1,1107,2,1,50,2,200000,1300000,1300000,1580000,1584550,1784550,1300000,1300000,1300000,1580000,526667,594850,526667,12,6,NA
1311110141001,13,13111,1,1,51,6,280000,402500,402500,402500,402500,682500,400000,400000,402500,402500,201250,341250,201250,12,5,NA
610610100501,6,6106,1,1,91,2,120000,390000,394932,390000,504510,624510,240000,240000,240000,240000,195000,312255,120000,0,0,NA
1420430060801,14,14204,4,2,12,8,0,NA,11091,775000,834100,834100,NA,NA,NA,775000,155000,166820,155000,NA,1,1
710230010901,7,7102,4,2,13,8,150000,NA,NA,312500,316184,466184,NA,NA,NA,204167,104167,155395,68056,NA,2,2
841610080901,16,16301,1,1,63,1,70000,372500,381085,372500,485731,555731,290000,290000,370000,370000,186250,277866,185000,8,2,NA
630110360801,6,6301,5,1,32,8,150000,250000,250000,1120000,1120000,1270000,250000,250000,250000,850000,280000,317500,212500,12,5,NA
840110541001,16,16101,5,1,35,8,0,270000,270000,930000,963157,963157,270000,270000,270000,930000,232500,240789,232500,12,5,NA
920230021601,9,9202,1,2,73,6,60000,112000,124932,112000,124932,184932,NA,NA,NA,0,112000,184932,0,0,0,NA
1310310010702,13,13103,2,2,19,2,100000,319167,319167,319167,352324,452324,270000,270000,279167,279167,159584,226162,139584,11,3,NA
1410810120401,14,14108,4,1,7,8,90000,NA,NA,450000,456453,546453,NA,NA,NA,450000,90000,109291,90000,NA,1,2
330410100101,3,3304,2,2,34,1,250000,NA,NA,250000,250000,500000,NA,NA,NA,0,62500,125000,0,12,6,NA
1311910940302,13,13119,4,2,15,8,400000,NA,NA,500000,520418,920418,NA,NA,NA,500000,100000,184084,100000,10,3,2
1311411120101,13,13114,1,1,65,1,500000,2297333,2297333,5293811,5293811,5793811,2000000,2000000,2000000,4996478,1323453,1448453,1249120,14,8,NA
110710231101,1,1107,1,2,67,4,200000,104640,104640,634640,634640,834640,NA,NA,NA,530000,158660,208660,132500,6,2,NA
110111140101,1,1101,1,1,76,1,250000,700000,700000,1000000,1000000,1250000,NA,NA,NA,0,500000,625000,0,8,3,NA
730620030401,7,7306,1,1,85,1,200000,446000,446000,446000,555578,755578,NA,NA,NA,0,223000,377789,0,12,6,NA
831430021101,8,8314,1,1,58,1,100000,33333,33333,83333,83333,183333,NA,NA,33333,83333,27778,61111,27778,1,1,NA
611530021901,6,6115,5,1,14,8,300000,NA,NA,394000,394000,694000,NA,NA,NA,0,98500,173500,0,NA,4,1
1320230020701,13,13202,1,1,61,1,300000,300000,300000,1130000,1130000,1430000,NA,NA,300000,1130000,282500,357500,282500,5,1,NA
1312810050501,13,13128,5,1,46,5,200000,350000,350000,793000,796684,996684,350000,350000,350000,620000,264333,332228,206667,12,5,NA
611510060701,6,6115,5,1,31,8,150000,370000,370000,470000,476684,626684,300000,300000,370000,370000,235000,313342,185000,8,2,NA
410330020303,4,4103,1,1,36,2,120000,423333,456390,423333,493308,613308,420000,420000,423333,423333,84667,122662,84667,12,5,NA
920210080401,9,9202,1,1,60,1,150000,500000,500000,500000,500000,650000,450000,450000,500000,500000,250000,325000,250000,12,5,NA
410111030101,4,4101,1,1,52,1,200000,621667,625969,721667,749084,949084,600000,600000,621667,621667,180417,237271,155417,2,1,NA
630310080701,6,6303,10,2,5,8,120000,NA,NA,1640000,1833213,1953213,NA,NA,NA,1440000,164000,195321,144000,NA,0,2
310111301301,3,3101,4,1,8,8,500000,NA,NA,1200000,1200000,1700000,NA,NA,NA,1150000,300000,425000,287500,NA,1,1
110111610801,1,1101,1,2,83,8,200000,110000,124932,1020000,1072504,1272504,NA,NA,NA,910000,255000,318126,227500,6,2,NA
910230021501,9,9102,1,1,59,8,250000,52667,52667,114667,114667,364667,30000,30000,52667,114667,28667,91167,28667,7,1,NA
410310110201,4,4103,1,2,67,7,80000,172000,172000,872000,872000,952000,NA,NA,NA,700000,290667,317333,233333,6,2,NA
920310140501,9,9203,1,2,64,6,209000,100000,103000,100000,103000,312000,100000,100000,100000,100000,100000,312000,100000,12,5,NA
1311411192201,13,13114,1,1,38,1,0,NA,NA,4000000,4000000,4000000,NA,NA,NA,4000000,1333333,1333333,1333333,17,11,NA
510710090601,5,5107,4,1,15,8,150000,NA,NA,2058333,2058333,2208333,NA,NA,NA,1885000,686111,736111,628333,10,3,2
710111000801,7,7101,1,1,41,1,150000,260000,260000,568333,589313,739313,260000,260000,260000,568333,142083,184828,142083,12,6,NA
811010480301,8,8110,4,2,47,5,400000,200000,200000,900000,900000,1300000,100000,100000,200000,600000,112500,162500,75000,15,8,NA
911130020101,9,9111,5,2,27,2,150000,505833,505833,505833,535383,685383,500000,500000,505833,505833,72262,97912,72262,17,11,NA
1410810110501,14,14108,4,1,43,8,150000,400000,400000,1060000,1169578,1319578,400000,400000,400000,1060000,353333,439859,353333,15,8,NA
430110260301,4,4301,1,2,46,7,200000,310000,326490,310000,326490,526490,270000,270000,270000,270000,62000,105298,54000,6,1,NA
1020430011401,10,10204,4,1,29,8,200000,550000,550000,710667,825177,1025177,550000,550000,550000,591667,177667,256294,147917,17,11,NA
1311010651702,13,13110,1,1,49,1,170000,250000,250000,385000,445000,615000,250000,250000,250000,250000,128333,205000,83333,8,2,1
611210020401,6,6112,9,1,31,2,200000,330000,330000,536667,583870,783870,270000,270000,330000,536667,76667,111981,76667,10,3,NA
210111990801,2,2101,10,2,21,8,350000,715000,715000,2415260,2430479,2780479,600000,600000,645000,1995260,301908,347560,249408,15,9,NA
510110751801,5,5101,10,1,10,8,0,NA,NA,891666,1035922,1035922,NA,NA,NA,891666,127381,147989,127381,NA,1,2
740110040401,7,7401,4,1,4,8,0,200000,200000,1127667,1127667,1127667,NA,NA,NA,927667,281917,281917,231917,NA,0,2
1313010190301,13,13130,8,2,60,5,0,100000,100000,1200000,1200000,1200000,NA,NA,NA,1100000,200000,200000,183333,15,8,NA
610110590601,6,6101,1,2,73,7,180000,160000,170584,430000,440584,620584,NA,NA,NA,270000,143333,206861,90000,3,1,NA
210112120601,2,2101,2,1,55,2,250000,578500,578500,1078500,1193146,1443146,570000,570000,578500,1078500,154071,206164,154071,12,6,NA
810810160301,8,8108,1,2,51,8,80000,279167,282851,279167,282851,362851,275000,275000,279167,279167,93056,120950,93056,7,1,NA
1410310120401,14,14103,2,2,55,1,150000,NA,NA,374167,380567,530567,NA,NA,NA,374167,124722,176856,124722,8,2,NA
430110150701,4,4301,2,2,78,1,2001000,NA,117459,861667,1104686,3105686,NA,NA,NA,680000,143611,517614,113333,3,1,NA
811110160901,8,8111,5,1,20,8,0,50000,50000,160000,163684,163684,NA,NA,NA,0,80000,81842,0,15,9,8
841430021001,16,16201,11,2,72,8,50000,NA,109578,84167,193745,243745,NA,NA,NA,84167,42084,121873,42084,2,1,NA
1360510110401,13,13605,10,1,9,8,150000,NA,NA,807667,807667,957667,NA,NA,NA,610000,201917,239417,152500,NA,1,2
820230020401,8,8202,5,2,22,8,100000,40000,40000,508333,515701,615701,NA,NA,NA,428333,84722,102617,71389,17,9,8
610111530901,6,6101,5,1,37,8,40000,287100,287100,287100,391746,431746,287100,287100,287100,287100,143550,215873,143550,12,5,NA
1312510131401,13,13125,4,1,2,8,0,NA,NA,1034167,1040973,1040973,NA,NA,NA,1034167,206833,208195,206833,NA,0,NA
810810331401,8,8108,1,2,59,4,300000,2400000,2400000,2400000,2400000,2700000,2400000,2400000,2400000,2400000,2400000,2700000,2400000,17,11,NA
310110380302,3,3101,5,2,13,8,120000,NA,11091,353917,411110,531110,NA,NA,NA,327500,88479,132778,81875,NA,1,2
1510130111401,15,15101,4,1,17,8,70000,NA,NA,961667,1066313,1136313,NA,NA,NA,857500,240417,284078,214375,11,4,1
1410130110201,14,14101,4,2,4,8,200000,NA,NA,691813,719037,919037,NA,NA,NA,691813,115302,153173,115302,NA,0,1
1510111810101,15,15101,2,2,40,2,200000,580000,580000,2360000,2360000,2560000,580000,580000,580000,2360000,472000,512000,472000,17,11,NA
740430030501,7,7404,10,2,2,8,50000,NA,NA,972917,1024048,1074048,NA,NA,NA,872917,162153,179008,145486,NA,0,3
1130120041301,11,11301,1,1,37,2,100000,NA,NA,540000,551091,651091,NA,NA,NA,540000,180000,217030,180000,11,3,NA
630820031001,6,6308,5,1,24,8,120000,400000,400000,976667,976667,1096667,400000,400000,400000,976667,325556,365556,325556,9,3,NA
580110771001,5,5801,5,2,63,8,200000,115000,115000,250000,306429,506429,NA,NA,NA,0,125000,253215,0,12,5,NA
110112371301,1,1101,1,1,68,2,0,1046667,1046667,1046667,1046667,1046667,800000,800000,866667,866667,261667,261667,216667,12,6,NA
